doi,title,abstract,year,doc_type,authors,affiliations,funders,grant_numbers,journal,source,query_source,is_funder,is_author,is_lead_author,is_sole_author,pc_text_source,pc_classified_by,pc_category,pc_field,pc_rationale
10.1016/j.ecoleng.2005.02.008,Simulation of flood impact and habitat extent for a tidal freshwater marsh restoration,"It has been estimated that over 90% of the tidal freshwater wetlands of the Sacramento-San Joaquin Delta region in California, USA, have been leveed, removing them from tidal and floodwater inundation. One alternative for restoration of tidal freshwater marsh ecosystems is to reconnect regions currently managed for agricultural purposes to the adjacent rivers and sloughs. Two elements of such restoration efforts that have not been adequately addressed are the impact that restoration efforts are likely to impose on flood stages, and the extent of various habitat types that may develop. This study tests the hypothesis that habitat restoration and flood mitigation can be compatible. MIKE 11, a one-dimensional, unsteady hydraulic model is used to evaluate the flood stage impacts of five restoration scenarios for the McCormack-Williamson Tract, located in the northern Sacramento-San Joaquin Delta of California, USA. In addition to quantifying flood impacts, model results are used to quantify the volume of tidal exchange, and integrated with GIS to quantify the potential areal extent of subtidal, intertidal, and supratidal habitat zones within the project. The results indicate that the restoration would provide a mosaic of habitat types, and have a minimal adverse impact upon flood stages during a range of flooding conditions. © 2005 Elsevier B.V. All rights reserved.",2005,Article,Hammersmark C.T.; Fleenor W.E.; Schladow S.G.,"University of California, Davis; UNKNOWN",David and Lucile Packard Foundation,114200J095,Ecological Engineering,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,restoration ecology,"The study uses hydraulic modeling to evaluate tidal freshwater marsh restoration scenarios for the McCormack-Williamson Tract, quantifying potential habitat zones (subtidal, intertidal, supratidal) and flood impacts. The primary research question is about the ecological outcomes of restoration—what habitat types and extents will develop after reconnecting leveed agricultural land to tidal influence. While flood impacts are also assessed, the central objective is ecological recovery and habitat creation, making this restoration ecology. The restored site and its anticipated ecological structure are the primary subjects of study."
10.1016/j.ecoleng.2012.02.015,Kinetics of nitrate removal in wetlands receiving agricultural drainage,The kinetics of nitrate removal in wetlands receiving agricultural drainage from irrigated cropland was investigated with the objective of establishing design criteria for incorporation of ecosystem services in agricultural watersheds. Existing wetlands receiving drainage from irrigated agriculture demonstrated nitrate mass removal efficiencies between 23% and 35%. Areal nitrate removal rates (J) ranged from 142 to 350mg-Nm <sup>-2</sup>d <sup>-1</sup>. Modified areal first-order rate constants for field sites varied between 4.00 and 12.07cmd <sup>-1</sup>. Saturation kinetics (Monod or Michaelis-Menten type kinetics) was determined in a supplemental microcosm study using sediments from one wetland by manipulating the loading rate. The apparent half-saturation constant (K <inf>m</inf>) and maximum removal rate (J <inf>max</inf>) were 43.8mgL <sup>-1</sup> and 4.11gm <sup>-2</sup>d <sup>-1</sup> for these sediments. The first-order rate constant from the microcosm (12.97cmd <sup>-1</sup>) was statistically the same as to the value for the field site. The results suggest that supplementing field studies with a well-controlled laboratory microcosm study was useful for confirming kinetic parameters derived from field data. It was determined that less than 3% of the land in these agricultural watersheds would need to be managed as wetland to reduce the drainage nitrate concentration to below 0.5mgL <sup>-1</sup>. © 2012 Elsevier B.V.,2012,Article,Karpuzcu M.E.; Stringfellow W.T.,Lawrence Berkeley National Laboratory; UNKNOWN; University of the Pacific,U.S. Fish and Wildlife Service,,Ecological Engineering,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,engineering,environmental engineering,"This paper investigates the kinetics of nitrate removal in wetlands receiving agricultural drainage, with the objective of establishing design criteria for treatment wetlands as an ecosystem service in agricultural watersheds. The central question is how to design and size engineered or managed wetlands to achieve nitrate concentration targets through controlled hydraulic loading and reaction kinetics. While wetlands are natural systems, the focus here is on treatment performance, removal kinetics, loading rates, and design parameters for pollution control, which fits environmental engineering rather than aquatic ecology or restoration ecology."
10.1016/j.ecoleng.2015.04.087,Feasibility of a semi-batch vertical-flow wetland for onsite residential graywater treatment,"The technical feasibility of graywater treatment, via a semi-batch vertical flow wetland (SB-VFW), was evaluated at a single family home for aboveground water reuse. Graywater treatment was achieved to a quality level that was well within the regulatory compliance limits (e.g., with respect to biochemical oxygen demand (BOD), total suspended solids (TSS) and turbidity) for above ground reuse. System performance over the course of a five-month field study demonstrated that the necessary treatment time was typically ~3 h for a 300 L batch. The SB-VFW operated in a stable manner owing to the use of a coconut soil substitute that has high hydraulic conductivity and also enabled avoidance of clogging due to excess biofilm growth. The latter was made possible through the use of a bio-based laundry (BBL) detergent which had a lower organic content relative to conventional laundry detergents. The system was able to return to normal operation even after detergent shock loads. Results of the present study are encouraging and suggest that residential level graywater treatment is technically feasible and can thus potentially expand the range of possible water reuse applications.",2015,Article,Yu Z.L.T.; Bill B.R.; Stenstrom M.K.; Cohen Y.,"University of California, Los Angeles; University of Texas at Tyler","University of California, Los Angeles; National Science Foundation",0963183,Ecological Engineering,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,engineering,environmental engineering,"The study evaluates the technical feasibility of a semi-batch vertical flow wetland for onsite treatment of residential graywater to achieve regulatory compliance for aboveground reuse. The primary focus is on the design, operation, and treatment performance of an engineered constructed wetland system—specifically, treatment time, hydraulic conductivity, clogging avoidance, and pollutant removal (BOD, TSS, turbidity). This is an engineered treatment system designed for water quality improvement and reuse, making it environmental engineering."
10.1016/j.ecoleng.2017.10.016,Sediment accretion and carbon storage in constructed wetlands receiving water treated with metal-based coagulants,"In many regions of the world, subsidence of organic rich soils threatens levee stability and freshwater supply, and continued oxidative loss of organic matter contributes to greenhouse gas production. To counter subsidence in the Sacramento-San Joaquin Delta of northern California, we examined the feasibility of using constructed wetlands receiving drainage water treated with metal-based coagulants to accrete mineral material along with wetland biomass, while also sequestering carbon in wetland sediment. Nine field-scale wetlands were constructed which received local drainage water that was either untreated (control), or treated with polyaluminum chloride (PAC) or iron sulfate (FeSO<inf>4</inf>) coagulants. After twenty three months of flooding and coagulant treatment, sediment samples were collected near the inlet, middle, and outlet of each wetland to determine vertical accretion rates, bulk density, sediment composition, and carbon sequestration rates. Wetlands treated with PAC had the highest and most spatially consistent vertical accretion rates (∼6 cm yr<sup>−1</sup>), while the FeSO<inf>4</inf> wetlands had similarly high accretion rates near the inlet but rates similar to the untreated wetland (∼1.5 cm yr<sup>−1</sup>) at the middle and outlet sites. The composition of the newly accreted sediment in the PAC and FeSO<inf>4</inf> treatments was high in the added metal (aluminum and iron, respectively), but the percent metal by weight was similar to native soils of California. As has been observed in other constructed wetlands, the newly accreted sediment material had lower bulk densities than the native soil material (0.04–0.10 g cm<sup>−3</sup> versus 0.2–0.3 g cm<sup>−3</sup>), suggesting these materials will consolidate over time. Finally, this technology accelerated carbon burial, with rates in PAC treated wetland (0.63 kg C m<sup>−2</sup> yr<sup>−1</sup>) over 2-fold greater than the untreated control (0.28 kg C m<sup>−2</sup> yr<sup>−1</sup>). This study demonstrates the feasibility of using constructed wetlands treated with coagulants to reverse subsidence by accreting the resulting organo-metal flocculent and storing carbon at rates exceeding untreated wetlands. Management and design questions remain for how to best integrate this technology into heavily subsided land to lower the risks and consequences associated with levee failure, improve water quality, and ultimately restore these lands to tidal wetlands.",2018,Article,Stumpner E.B.; Kraus T.E.C.; Liang Y.L.; Bachand S.M.; Horwath W.R.; Bachand P.A.M.,"University of California, Davis; United States Geological Survey; Bachand and Associates",U.S. Geological Survey; Department of Water Resources,46000003886/7W4CA4000003886,Ecological Engineering,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,restoration ecology,"The primary focus is on evaluating sediment accretion, carbon sequestration, and ecosystem function in constructed wetlands designed to reverse land subsidence and ultimately restore tidal wetlands. The study examines recovery trajectories and restoration outcomes using experimental wetland systems, making restoration ecology the best fit despite the use of engineering methods (coagulant treatment). The central question is how these systems perform as restoration tools to recover ecosystem structure and function."
10.1016/j.ecoleng.2019.02.015,"Aluminum- and iron-based coagulation for in-situ removal of dissolved organic carbon, disinfection byproducts, mercury and other constituents from agricultural drain water","Agricultural production on wetland soils can be significant sources of dissolved organic carbon (DOC), disinfection byproduct precursors, mercury and nutrients to downstream water bodies and accelerate land subsidence. Presented as a potential solution for in-situ water quality improvement and land subsidence mitigation, chemically enhanced treatment wetlands (CETWs)were used to leverage both coagulation and wetland processes. In this study, we evaluated the performance of coagulants ferric sulfate (Fe dosing)and polyaluminum chloride (Al dosing)to remove pollutants from agricultural drain water using the coagulation system designed for CETWs. Both coagulation treatments removed over 70% DOC from source waters, resulting in removal efficiencies (mg-DOC removed per mg-metal dosed)of 1 under Al dosing and 0.5 under Fe dosing. Coagulation by both treatments preferentially removed UV254 active compounds compared to the bulk DOC concentration, suggesting coagulation targeted aromatics more effectively. Phosphates and haloacetic acids were also removed more readily, whereas trihalomethanes, dissolved organic nitrogen and filtered mercury species were removed at similar or lower rates than DOC. Dissolved inorganic nitrogen was not amenable to coagulation and removal was not observed. Freundlich, Langmuir and Monod models explained 33% of the variance in DOC removal for Al dosing and 78–89% of the variance for Fe dosing. All three models indicated Al dosing had higher removal efficiency and affinity for DOC than Fe dosing under study conditions, but when used to predict maximum removal efficiency there was no cohesiveness between the three models due to different model assumptions. Consideration of fluorescence dissolved organic matter and UV254 as surrogates for DOC concentration showed both were equally suitable before coagulant application, but as surrogates after coagulant application, neither could be deemed more fit as a surrogate since both were shown suitable for different treatment scenarios.",2019,Article,Bachand S.; Kraus T.; Stern D.; Liang Y.; Horwath W.; Bachand P.,"University of California, Davis; United States Geological Survey; Delta Stewardship Council; Bachand and Associates",U.S. Environmental Protection Agency,DW1495825700,Ecological Engineering,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,water quality,"The study focuses on measuring and improving the chemical characteristics of agricultural drain water through coagulation treatment, specifically targeting dissolved organic carbon, disinfection byproducts, mercury, nutrients, and other water quality constituents. The primary objective is to characterize removal efficiency and ambient water quality improvement, not the design of a treatment facility for human water supply. This is water quality assessment and improvement in surface agricultural drainage waters."
10.1016/j.ecolind.2018.07.050,Evaluating the uncertainty of Landsat-derived vegetation indices in quantifying forest fuel treatments using bi-temporal LiDAR data,"Forest ecosystems in the American west have long been influenced by timber harvests and fire suppression, and recently through treatments that reduce fuel for fire management. Precisely quantifying the structural changes to forests caused by fuel treatments is an essential step to evaluate their impacts. Satellite imagery-derived vegetation indices, such as the normalized difference vegetation index (NDVI), have been widely used to map forest dynamics. However, uncertainties in using these vegetation indices to quantify forest structural changes have not been thoroughly studied, mainly due to the lack of wall-to-wall validation data. In this study we generated forest structural changes in aboveground biomass (AGB) and canopy cover as a result of fuel treatments using bi-temporal airborne light detection and ranging (LiDAR) data and field measurements in a mixed coniferous forest of northern Sierra Nevada, California, USA. These LiDAR-derived forest structural measures were used to evaluate the uncertainties of using Landsat-derived vegetation indices to quantify treatments. Our results confirmed that vegetation indices can accurately map the extents of forest disturbance and canopy cover changes caused by fuel treatments, but the accuracy in quantifying AGB changes varied by the pre-treatment forest densities and treatment intensity. Changes in vegetation indices had relatively weaker correlations (coefficient of determination < 0.45) to biomass changes in forests with sparse (AGB < 100 Mg/ha) or dense biomass (AGB > 700 Mg/ha), than in forests with moderate-density (AGB between 100 Mg/ha and 700 Mg/ha) before the disturbances. Moreover, understory treatments (canopy height < 10 m) were poorly indicated by changes in satellite-derived vegetation indices. Our results suggest that when relating vegetation indices to AGB changes, researchers and managers should be cautious about their uncertainties in extremely dense or sparse forests, particularly when treatments mainly removed small trees or understory fuels.",2018,Article,Ma Q.; Su Y.; Luo L.; Li L.; Kelly M.; Guo Q.,"University of California, Berkeley; South China Normal University; Chinese Academy of Sciences; UNKNOWN; University of California Cooperative Extension",National Science Foundation,DBI 1356077,Ecological Indicators,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,fire,"The primary focus is on quantifying forest structural changes resulting from fuel treatments intended for fire management. The study evaluates how well satellite-derived vegetation indices can detect and measure these fuel reduction treatments using LiDAR validation data. While remote sensing methods are used, the central subject is fuel treatment effectiveness and fire management, making fire the appropriate classification."
10.1016/j.ecolind.2022.108681,Variability in foodscapes and fish growth across a habitat mosaic: Implications for management and ecosystem restoration,"Riverine ecosystems in their natural state are complex mosaics of habitats whose conditions vary across space and time as landscape features filter prevailing hydrologic forcing. Yet, through anthropogenic alteration many large river systems have become simplified through the construction of levees and dams that reduce lateral connectivity and flow variability. The extent to which shifts in habitat mosaics create conditions that support different trophic responses that manifest in differences in fish growth across the landscape remains largely untested. This is primarily due to limitations in linking habitat features, dynamic physical processes, and trophic transfer of energy to higher taxa at the landscape scale. Here, we conducted large-scale enclosure experiments across varying habitats on a fluvial floodplain as a model system to measure factors that influence habitat-specific growth rates in multiple Chinook Salmon (Oncorhynchus tshawytscha) stocks important to fisheries and of conservation concern. Using an ecosystem approach, we reveal that landscape context, water residence time, and habitat type (agricultural, wetland, river channel) result in different hot-spots of primary and secondary food production. This variation in the aquatic foodscape resulted in significant variation in salmon growth rates and ultimate size and morphology across the landscape. Floodplain habitats generally exhibited higher water residence times as highlighted by higher specific conductance, salinity, and chlorophyll-a values. Pelagic invertebrate abundance was 10 to 100 times more abundant in the off-channel habitats compared to the river channels. The average daily growth rates of the juvenile Chinook Salmon ranged from 0.15 mm day<sup>−1</sup> and 0.01 g day<sup>−1</sup> in the riverine habitat to 0.55 mm day<sup>−1</sup> and 0.07 g day<sup>−1</sup> in the off-channel habitat. These data were used to build mixed effects models that showed the influence of chlorophyll-a concentration, water temperature and pelagic invertebrate composition on fish growth across locations throughout the experiment. As landscapes become increasingly simplified there is increased risk of losing the mosaic of habitats necessary to achieve enhanced fish growth and phenotypically diverse and sustainable salmon populations. This in-situ experimental and modeling approach can be applied to other systems to develop ecosystem indicators such as habitat-specific fish growth rates to manage landscapes and processes to support resilient fish populations.",2022,Article,Cordoleani F.; Holmes E.; Bell-Tilcock M.; Johnson R.C.; Jeffres C.,"University of California, Davis; University of California, Santa Cruz; Southwest Fisheries Science Center",U.S. Fish and Wildlife Service,F19AC00062,Ecological Indicators,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"The study examines habitat-specific growth rates, size, and morphology of multiple Chinook Salmon stocks across a floodplain landscape mosaic, linking food production (foodscapes) to fish growth and phenotypic diversity. The primary research question addresses fish population productivity, growth, and life history variation in response to habitat conditions. Despite the ecosystem approach and aquatic ecology methods, the focus on salmon as managed populations and the implications for fisheries management and conservation make fisheries biology the best fit."
10.1016/j.ecolind.2025.113460,"The importance of high streamflow and bank erosion for the Bank Swallow, a sentinel species of alluvial river systems","Lowland alluvial rivers are rich in biodiversity, yet many are highly degraded, constrained by dams and riprap, and no longer support robust natural communities or critical ecosystem services. Restorative actions are needed, as are ecological indicators for evaluating their effectiveness. We evaluated factors that regulate the population growth rate of Bank Swallows to inform strategies for its recovery and to assess its value as an indicator of riparian ecosystem health. In North America, over the past 50 years, this species, which depends upon erosion for its cutbank breeding habitat, has declined at a rate considered extreme. Understanding the causes of this decline and identifying feasible recovery actions is an urgent conservation priority. In our 25-year study of the Bank Swallow population on the Sacramento River, the breeding population fluctuated widely but declined at an average overall rate of 1.5 % per year. Periodic high streamflow played an important role in maintaining the population, and its effect on the population growth rate was time-lagged by 1 year. This suggests that high flow conditions may have improved rates of Bank Swallow reproductive success and/or survival, leading to increased recruitment into the breeding population in the subsequent year. We also found evidence for density-dependent population growth, suggesting that when the breeding population was large, high-quality nesting habitat was limiting. Our study establishes the critical importance of high streamflow and bank erosion to maintaining Bank Swallow breeding populations. In so doing, it informs recovery strategies for the species and the rivers it inhabits and identifies the Bank Swallow as an appropriate indicator of alluvial river ecosystem processes.",2025,Article,Golet G.H.; Dybala K.E.; Silveira J.G.; Henderson A.; Isola J.; Wright D.H.; Melcer R.; Tsao D.,United States Fish and Wildlife Service; Nature Conservancy; California Department of Fish and Wildlife; California Department of Water Resources; Point Blue Conservation Science; California Department of Parks and Recreation,Nature Conservancy,2554,Ecological Indicators,scopus,funder; affiliation,TRUE,TRUE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,avian biology,"The study focuses on the population dynamics, breeding habitat requirements, and demographic drivers of Bank Swallow populations over 25 years. It examines how high streamflow and bank erosion affect population growth rates through effects on reproductive success and survival. The primary subject is the biology and population ecology of a bird species, making avian biology the appropriate classification, even though the study has implications for river ecosystem management."
10.1016/j.ecolmodel.2009.01.038,"Modeling linkages between sediment resuspension and water quality in a shallow, eutrophic, wind-exposed lake","The interactions between bed sediments and the water column in shallow, eutrophic lakes have tremendous implications for the fate and transport of nutrients in those water bodies. This has resulted in the development of water quality models for lakes incorporating the processes of sediment resuspension. Reliable resuspension models are thus needed to accurately represent this phenomenon. In this paper, three different sediment-resuspension models are combined with a hydrodynamic and water quality model, dynamic lake model-water quality (DLM-WQ), and the resulting models are used to simulate nutrient distributions in the highly eutrophic Salton Sea, California, USA. One of the resuspension formulas is based upon sediment characteristics as well as the bed shear stress exerted by wind-induced waves and currents, while the other two are standard, power-law-type formulas for cohesive sediments with two different exponents. The outputs for water quality variables, such as temperature, chlorophyll a, dissolved oxygen and nutrients, obtained from the three resulting models and from an earlier DLM-WQ run with a simple empirical sediment-resuspension model are compared with measured data. The level of agreement between the simulations and the measured data is assessed by using both statistical and graphical model evaluation methods, including measures of residual errors, sample autocorrelations, t-tests, and box plots. Based on these assessments, DLM-WQ with an extended version of the García and Parker [García, M.H., Parker, G., 1993. Experiments on the entrainment of sediment into suspension by a dense bottom current. J. Geophys. Res.-Oceans 98, 4793-4807] relationship gave the best results for water quality in the Salton Sea, confirming that the use of formulas with more information on the sediment characteristics yields more accurate results. To the best of our knowledge, this is the first effort to combine water quality models for lakes and reservoirs with a sediment-resuspension model which was originally intended for open-channel flows. The simulations confirm that sediment resuspension is the most dominant process in the Salton Sea's nutrient cycling. The effect of proposed physical changes to the Salton Sea on water quality characteristics is also addressed. © 2009 Elsevier B.V. All rights reserved.",2009,Article,Chung E.G.; Bombardelli F.A.; Schladow S.G.,UNKNOWN,Department of Water Resources,,Ecological Modelling,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,water quality,"The primary objective is to model nutrient distributions, chlorophyll a, dissolved oxygen, and eutrophication processes in a shallow lake by incorporating sediment-water column interactions. While sediment resuspension is a key process examined, the central question addresses water quality conditions and nutrient cycling in the water body. The study evaluates different resuspension models to improve prediction of ambient water quality characteristics rather than studying sediment transport processes themselves."
10.1016/j.ecolmodel.2014.07.005,Using integrated population models to improve conservation monitoring: California spotted owls as a case study,"Integrated population models (IPMs) constitute a relatively new approach for estimating population trends and demographic parameters that makes use of multiple, independent data sources (e.g., count and mark-recapture data) within a unified statistical framework. In principle, IPMs offer several advantages over more conventional modeling approaches that rely on a single source of data, including greater precision in parameter estimates and the ability to estimate demographic parameters for which no explicit data are available. However, to date, the IPM literature has focused primarily on model development and evaluation, and few ""real-world"" applications have demonstrated that IPMs can strengthen inferences about population dynamics in a species of conservation concern. Here, we combined 23 years of count, occupancy, reproductive, and mark-recapture data into an IPM framework to estimate population trends and demographic rates in a population of California spotted owls (Strix occidentalis occidentalis). Using this framework, we observed a significant population decline, as evidenced by the geometric mean of the finite annual rate of population change (λt-̂=0.969, 95% CRI 0.957-0.980) and the resulting realized population change (proportion of the initial population present in 2012; δ̂2012=0.501, 95% CRI 0.383-0.641). The estimated decline was considerably greater than the approximately 30% decline estimated using conventional mark-recapture and occupancy approaches (Tempel and Gutiérrez, 2013). The IPM likely yielded a greater decline because it allowed for the inclusion of three years of data from the beginning of the study that were omitted from previous analyses to meet the assumptions of mark-recapture models. The IPM may also have yielded a greater estimate of decline than occupancy models owing to an increase in the number of territories occupied by single owls over the study period. All demographic parameters (adult and juvenile apparent survival, reproductive rate, immigration rate) were positively correlated with λt̂, but immigration was fairly high (immt̂=0.097, 95% CRI 0.055-0.140) and contributed most to temporal variation in λt̂, suggesting that changes in owl abundance were influenced by processes occurring outside of our study area. More broadly, our results indicated that the IPM framework has the potential to strengthen inference in population monitoring and demographic studies, particularly for those involving long-lived species whose abundance may be slowly declining. In our case, the conservation implications from the results of the IPM suggested a decline in the population of owls that was steeper than previously thought. © 2014 Elsevier B.V.",2014,Article,Tempel D.J.; Peery M.Z.; Gutiérrez R.J.,"University of Minnesota, Twin Cities; University of Wisconsin, Madison",U.S. Fish and Wildlife Service,MN-41-036,Ecological Modelling,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,avian biology,"The study develops and applies an integrated population model to estimate population trends, demographic rates (survival, reproduction, immigration), and population decline in California spotted owls. The primary focus is on improving methods for monitoring and understanding the population dynamics of a bird species of conservation concern. The subject is fundamentally avian population biology and demography."
10.1016/j.ecolmodel.2019.01.005,Applying a simplified energy-budget model to explore the effects of temperature and food availability on the life history of green sturgeon (Acipenser medirostris),"In highly regulated systems, like large dammed rivers, conservation legislation requires that systems are managed, in part, to avoid adverse impacts on endangered species. However, multiple endangered species can occur in the same system, and management actions that benefit one species may be detrimental to another species. The current water management strategies in the Sacramento River basin are an example of this conflict. Cold-water releases from Shasta Reservoir during the summer and fall months are aimed at protecting Sacramento River winter-run Chinook (SRWRC) salmon by providing suitable incubation temperatures for their eggs. However, the effects of these regulated water temperature releases on another threatened species, green sturgeon, are less well understood. In this study, we applied a simplified dynamic energy budget (DEB) model (aka DEBkiss) to explore the effect of food limitation and water temperature on the growth rates of green sturgeon. This model captures these effects and able to predict the growth of green sturgeon at different food levels and temperature conditions. We then linked the DEB model with a physically‐based water temperature model. We applied the DEB - water temperature linked model for green sturgeon along with a temperature-dependent egg to fry survival model for SRWRC salmon to quantify the consequences of managing water temperatures to improve salmon eggs survival on the growth rate of green sturgeon. We found that mean temperature-dependent egg-to-fry survival of salmon increased across a modeled environmental gradient from critically dry to wet water year types, while the fractional growth rate of juvenile green sturgeon showed the opposite trend, and decreased as water years transitioned from dry to wet conditions. We also found a non-linear negative correlation between temperature-dependent mean growth rate of green sturgeon and mean temperature-dependent egg-to-fry survival of salmon, which indicated there is a river temperature related trade-off between early growth rate of green sturgeon and embryonic stage survival of salmon. However, the relatively small gains in the growth rate of green sturgeon achieved in years when temperature criteria for SRWRC salmon eggs were not met came at the cost of large reduction in temperature-dependent egg-to-fry survival of salmon. Thus, we concluded the current Sacramento River water-temperature management for the eggs of the endangered SRWRC salmon eggs have a relatively small impact on the growth rate of green sturgeon.",2019,Article,Hamda N.T.; Martin B.; Poletto J.B.; Cocherell D.E.; Fangue N.A.; Van Eenennaam J.; Mora E.A.; Danner E.,"University of California, Davis; University of California, Santa Cruz; Southwest Fisheries Science Center",National Oceanic and Atmospheric Administration,,Ecological Modelling,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,biological and ecological sciences,fisheries biology,"The study applies a dynamic energy budget model to examine how water temperature and food availability affect the growth and life history of green sturgeon, an endangered fish species. It then explores the trade-offs between managing water temperatures for salmon egg survival versus sturgeon growth rates. The primary focus is on fish physiology, bioenergetics, and population-level responses to environmental conditions in a managed river system, making fisheries biology the appropriate classification."
10.1016/j.ecss.2022.107988,"The increase of cyanobacteria and benthic diatoms over 43 years in upper San Francisco Estuary, California","The quality and quantity of phytoplankton carbon available at the base of the aquatic food web is critical to fish production in estuaries. Therefore, a decrease in chlorophyll a concentration, an estimate of phytoplankton carbon, in upper San Francisco Bay estuary over the last 43 years is hypothesized to be an important contributing factor to a long-term decline in fish production. Although a decrease in the chlorophyll a concentration is well documented for the upper estuary, the quality of carbon available to the food web due to change in the phytoplankton community composition is not. The relative change in the phytoplankton community composition and how it impacted carbon transfer within the lower San Joaquin River, lower Sacramento River and Suisun Bay, was determined with data from 6 stations sampled at 2-week to 4-week intervals between 1975 and 2017. Analysis of similarity (ANOSIM) comparisons confirmed that the relative change in carbon among phytoplankton genera across time affected the food quality index and the size structure of the phytoplankton food resource in the estuary. Between the first and last decades, phytoplankton carbon shifted from large volume cells and diatoms to small volume cells and cyanobacteria. There was also a shift from pelagic to epibenthic and benthic-pelagic diatoms between these two periods. Only 21 phytoplankton genera were responsible for most of this change based on similarity percentage analysis (SIMPER). Single and multivariate analyses confirmed a link between the phytoplankton community carbon and environmental conditions, particularly an increase in Sechhi disk depth. These analyses suggest that a full understanding of the estuarine food web dynamics over time in upper San Francisco Estuary depends on knowing the phytoplankton community composition and how it varies within pelagic and benthic habitats.",2022,Article,Lehman P.,California Department of Water Resources,Department of Water Resources,,Estuarine Coastal and Shelf Science,scopus,funder; affiliation,TRUE,TRUE,TRUE,TRUE,title+abstract,llm-full,biological and ecological sciences,aquatic ecology,"The study examines long-term changes in phytoplankton community composition, structure, and food web quality in the upper San Francisco Estuary over 43 years. It analyzes shifts from diatoms to cyanobacteria, changes in cell size structure, and shifts between pelagic and benthic habitats, and links these ecological changes to environmental conditions and food web dynamics. The primary focus is on community composition, ecosystem structure, and ecological processes rather than water quality conditions or toxic effects."
10.1016/j.ecss.2023.108391,Nonstationary analysis of tides using higher order stochastic cycles,"Estuarine tides, currents and shelf phenomena are often non-stationary, with a frequency composition that evolves with time and forcing such as river flow and density structure. Such tides are difficult to characterize quantitatively, particularly against a background of significant, multi-scale sub-tidal and cusp energy. One challenge identified in past work is the separation of diurnal and subtidal components of the signal. The difficulty is exacerbated in basins such as the San Francisco Bay-Delta, where the diurnal species is subject to fortnightly fluctuation due to O1-K1 beating (the tropical spring-neap cycle) and the subsequent interaction with the semidiurnal species leads to the production of modulated terdiurnal energy. This paper extends the method of higher order stochastic cycles, a construct from the structural time series literature, for use in analyzing these nonstationary tides. Interpretable as a multi-species generalization of Butterworth low pass and bandpass filters, Stochastic Cycle Harmonic Analysis (SCHA) possesses an interpretable stationary frequency response and can accurately extract terdiurnal frequencies. Represented by a state space formulation and fit using a Markov Chain Monte Carlo (MCMC) method, the method can produce Bayesian confidence intervals for derived quantities such as amplitudes, is robust to patches of missing data, and is energy conserving. We evaluate the method on benchmark problems that test its time and frequency resolution. In a field application on the Sacramento River in the San Francisco Bay-Delta SCHA confirms that the declinational beating of O1 and K1, heavily modulated by river flow, dominates fortnightly variation in the tide and its terdiurnal response.",2023,Article,Ateljevich E.S.; Wang R.F.,California Department of Water Resources,Department of Water Resources,,Estuarine Coastal and Shelf Science,scopus,funder; affiliation,TRUE,TRUE,TRUE,TRUE,title+abstract,llm-full,geological and earth sciences,hydrology,"The study develops and applies a statistical method (Stochastic Cycle Harmonic Analysis) to characterize nonstationary tidal fluctuations and their interaction with river flow in the Sacramento River and San Francisco Bay-Delta. The primary focus is on quantifying water level variations, tidal dynamics, and hydrologic forcing (river flow effects on tides) rather than purely oceanographic processes. This is a hydrologic characterization of tidal river dynamics in an estuarine-riverine system."
